Region,Date,Oil Moisture,Blood Pressure,Heart Rate,Oxygen Saturation,Telemedicine Consultations,AQI,Water Levels,Temperature,Agriculture Target,Healthcare Target,Environmental Target
Karnataka,2024-06-24,19.05244608987137,149.9018226205464,66.52141347726364,97.72099331251852,2,266.11282333408855,1.4567351209485286,23.915574951189406,1,1,1
Uttar Pradesh,2024-06-25,15.988581458153755,116.38424859836874,91.44822609044232,96.37619590518504,1,82.50743174633934,3.073274889716732,31.30709247711123,1,1,0
Maharashtra,2024-06-26,8.224105678861351,131.08472597432893,89.37775728302366,98.54719432316988,0,67.08378593779943,3.3493911649721118,32.78637519856639,0,0,0
Kerala,2024-06-27,5.46774702591927,117.92353441532639,75.3742015409654,96.35746001271356,9,257.12908188297473,1.696842700285564,25.387953705669354,0,0,1
Maharashtra,2024-06-28,8.933960664497377,156.44075470692042,61.007736558369174,99.52121645703782,2,245.13212975002838,4.85156653671215,26.300650499518994,0,1,1
Maharashtra,2024-06-29,13.926168960503823,115.55780553194643,93.55989310872043,96.87360985253689,0,134.50394115739007,1.7023191105384652,28.39367944926545,1,1,0
Uttar Pradesh,2024-06-30,5.771387202263755,125.7794087643361,60.45671933816295,97.74934281388103,0,146.77165842833236,1.710231678852891,34.227649402874306,0,0,0
Maharashtra,2024-07-01,12.445493708018546,152.3638150290761,88.14799118516204,95.25286551912114,0,65.32461145020659,4.66066855189822,27.0533992188901,1,1,1
Karnataka,2024-07-02,13.952642733753338,150.51601400750852,98.81028438904228,97.13060618976115,7,23.49050114386725,2.8608217324866843,26.189505189126926,1,1,0
Karnataka,2024-07-03,10.013658362254413,111.16608507077663,77.50645312592815,99.16181769830497,2,172.02954760669832,1.2527531170980648,15.290682705319814,0,0,1
Tamil Nadu,2024-07-04,16.56368305618733,148.15859858774263,69.39893619983812,99.02824402681671,0,29.503476477063938,3.3927499997541144,16.61899404044712,1,1,0
Kerala,2024-07-05,6.598973797006577,127.49121320427356,88.19484040173526,96.12159279426763,6,134.78236408699493,3.4073053945321914,26.543432532479926,0,0,0
Maharashtra,2024-07-06,6.127066726037132,128.97813232512132,92.6851256806234,96.13039535505281,9,282.1491595539032,1.2580030347462472,33.72480775614406,0,1,1
Maharashtra,2024-07-07,15.92283134305405,108.00879834495663,81.8572126431139,99.08652656106618,2,285.85031675117534,4.890089982534648,32.3338269679879,1,0,1
Uttar Pradesh,2024-07-08,12.432369743092977,104.83609082542748,98.68141101024585,99.65199210084663,7,71.79968596420758,3.1761198611783024,34.65157845984409,1,1,0
Karnataka,2024-07-09,15.32603594641604,143.6763584184259,62.06674886631844,95.47680460636502,3,187.2340260136963,3.239182888719057,25.55668075122548,1,1,1
Kerala,2024-07-10,11.522410079056193,129.787669141318,80.19182393218112,97.25029319713113,3,142.2228792323573,3.080461658009578,30.758618768755337,0,0,0
Tamil Nadu,2024-07-11,8.696030498586602,126.21104215691076,88.738157892902,96.68727139482114,4,262.70553827583177,3.44292711857848,31.80800662978681,0,0,1
Karnataka,2024-07-12,17.286534765112997,143.77049371914381,94.50561884596715,99.3534422772872,5,81.42925928281596,2.05719901109502,27.960633146617234,1,1,0
Tamil Nadu,2024-07-13,16.991238184534687,145.93077393946658,67.1702244763116,95.41762457340009,6,1.1107220497250547,2.148965391899363,21.774998084290146,1,1,0
Uttar Pradesh,2024-07-14,15.420447062816402,109.53449006016122,92.00013927054727,96.05562971279019,3,48.76836177942453,3.045356359184531,24.39956869315589,1,1,0
Uttar Pradesh,2024-07-15,9.08217705844944,136.6135089686585,82.10828302874181,98.76234168793248,7,104.85684035081941,4.226743419054318,32.158341444871354,0,0,1
Maharashtra,2024-07-16,13.853460003036307,108.12124493666113,75.86214727959853,95.25646924490607,5,94.71633893114658,1.1994583059767154,20.97095851964328,1,0,0
Kerala,2024-07-17,10.414608454100403,145.08250516174274,65.26860114316375,97.46267690357145,0,237.40887573686578,3.413616848880984,33.474862625332975,0,1,1
Tamil Nadu,2024-07-18,6.373731099899512,139.41730937602836,94.6118303563565,97.2105351733986,0,204.16819984165133,4.227112570025255,19.5961268284533,0,1,1
Karnataka,2024-07-19,18.75970363193364,157.39687726500748,66.29092832718861,96.67200589494374,8,89.86689588446917,1.6276690881489086,29.990328303135612,1,1,0
Uttar Pradesh,2024-07-20,7.052279463784421,104.13748098138527,72.39151436836397,96.97286157659462,9,137.32314514986402,1.0600901679222652,27.61118468691477,0,0,0
Maharashtra,2024-07-21,19.253560307312036,103.42328326907526,71.60182127849748,97.64970293465116,5,28.667731187500568,2.2508531805658323,29.991988822415244,1,0,0
Maharashtra,2024-07-22,11.690086594369337,116.93122448159201,94.85656136763417,95.80683679194192,9,269.4439334460302,3.3525748269183926,23.746951448651895,0,1,1
Tamil Nadu,2024-07-23,7.776993932579295,115.70234102415435,86.90811976835592,97.85997939141797,7,280.62744733456026,1.5531326936189909,33.65282125107969,0,0,1
Uttar Pradesh,2024-07-24,13.128514210675371,114.81872794431999,91.86725588765489,99.02716164649993,6,293.9410606142814,2.704489483889942,27.649444048229547,1,1,1
Kerala,2024-07-25,18.094187538146123,154.3752748312622,70.01871595169996,98.8008046489508,5,260.56584923575133,3.2092859894971117,20.765916091085124,1,1,1
Uttar Pradesh,2024-07-26,15.983373296143418,114.97277199097036,84.99496398427996,95.76949952346887,3,52.18826630886766,3.3955323790292686,27.769101413042875,1,0,0
Tamil Nadu,2024-07-27,17.098417217921746,116.31698356771786,82.86983932574995,95.74624734870737,6,13.85894496048865,2.0976468840015006,20.736314944140624,1,0,0
Tamil Nadu,2024-07-28,14.881750500660761,145.56389574507782,93.31321507153083,96.34087183872457,8,173.8790182238022,2.6001185439451655,20.872647835197483,1,1,1
Uttar Pradesh,2024-07-29,15.384148467767787,126.9843905470324,96.24348241925043,96.80537363170518,9,273.7815080649331,4.113356916270234,22.99197023241736,1,1,1
Tamil Nadu,2024-07-30,17.73793477347979,146.60263341731087,60.48627085909547,97.04227790704242,9,53.20540849792286,4.7648587764827415,32.048608351382384,1,1,1
Uttar Pradesh,2024-07-31,8.745020132887788,103.92196945386311,86.9607967623517,98.39848608416672,6,2.112874387242558,4.447521324473029,25.00595748787984,0,0,1
Karnataka,2024-08-01,12.341374454647108,129.25427162040307,62.07343196478916,95.28340216082918,0,241.6488138096733,3.2571340069337276,28.57801684460415,1,0,1
Uttar Pradesh,2024-08-02,8.318141627294033,102.01681601099696,81.95434660309424,95.17336352113033,9,23.0387052860202,2.641171211775786,22.83935480548926,0,0,0
Uttar Pradesh,2024-08-03,19.815020119949708,103.75919220732128,71.50530916174714,96.95955281471954,8,124.11180957300913,2.331826457485673,20.27210879613763,1,0,0
Tamil Nadu,2024-08-04,19.160890095299198,154.38624720066466,72.27106398088564,98.4858184606899,3,203.6662011566355,1.4998262643360722,34.092803214324626,1,1,1
Tamil Nadu,2024-08-05,5.591402170527589,108.3547222670557,74.11834013809427,95.96717671478241,2,71.03927563685404,1.426204988864452,27.071624942461252,0,0,0
Maharashtra,2024-08-06,15.583627587735327,131.94524093651302,84.8516979619844,98.20752240628126,3,25.18876903401801,3.753430499654631,33.679026771654364,1,0,0
Maharashtra,2024-08-07,18.878724761234988,124.66573615604239,73.36199862675076,96.2991406897015,3,231.0063685367486,2.0391776646846416,19.0682600439663,1,0,1
Karnataka,2024-08-08,7.7086301769100025,120.84059957553056,89.30796202361122,99.43043054406758,9,189.05252546611243,2.018646745729787,17.937883278258656,0,0,1
Maharashtra,2024-08-09,13.519178458289442,153.99000074123634,76.18109542295478,99.47844972133308,1,296.5471453460414,4.992780217911143,32.11645814247807,1,1,1
Uttar Pradesh,2024-08-10,18.73232446382063,101.30940380652937,62.734128012398344,96.48643602140663,0,103.29240999598778,1.7517038314951816,28.61834425234503,1,0,0
Tamil Nadu,2024-08-11,5.509189678786982,139.82738117053535,91.35039369936429,96.1499687698162,9,18.52871588705991,1.5922390379553186,18.731569985072827,0,1,0
Maharashtra,2024-08-12,15.461304008702598,157.803666052813,71.43033298370824,97.05651986033115,0,220.30501060058873,1.3947409110396825,20.387194013270754,1,1,1
Maharashtra,2024-08-13,9.460235110588261,133.6100910077105,77.3106751839705,96.20265792590074,7,156.52002565597368,3.3192213806671846,31.013278830506223,0,0,1
Karnataka,2024-08-14,18.865942930647954,156.20934772198552,87.41775532887607,98.36191921645852,1,63.96117941674052,3.5114553040084058,24.077372399918723,1,1,0
Karnataka,2024-08-15,19.565873677480518,103.13547275716142,73.29824628594848,99.13032342274143,9,234.5186967014278,2.4609117050275278,28.410810130121817,1,0,1
Uttar Pradesh,2024-08-16,19.16399733670151,125.12759914444968,62.26342624586862,98.36546065455609,4,61.12664575498312,3.141653342045871,21.367040442720217,1,0,0
Tamil Nadu,2024-08-17,12.113213249861957,115.60946745772307,74.95684188051254,99.12175223624675,3,78.19849644988098,4.15359812377965,22.624599055497534,1,0,1
Karnataka,2024-08-18,17.930639764839704,143.8492578988438,97.77794330777213,96.98496081103737,7,27.75856631001574,4.272416673286994,34.8142511724621,1,1,1
Maharashtra,2024-08-19,17.668240978026056,158.8778254298348,85.66937589194232,95.7815848535443,1,119.82968370925633,4.831648302862593,19.952341743494372,1,1,1
Tamil Nadu,2024-08-20,9.786507098648833,115.39180374665487,86.85916594668828,98.68975473698796,9,125.67876718122568,4.297071943691498,25.12912754073028,0,0,1
Tamil Nadu,2024-08-21,17.43373211226016,139.25047608844446,85.2912861455056,96.80237252570777,8,154.36853710448952,3.2593657468697064,31.888046863810644,1,0,1
Maharashtra,2024-08-22,5.555114520732389,111.8858579655844,67.95968555837747,98.35635412614566,6,212.68928013713324,1.718627863347384,19.78446427331716,0,0,1
Karnataka,2024-08-23,13.944048177230796,133.91981527429658,76.7333545640912,96.35321970990883,6,271.8302786041277,1.3990542308113696,23.304275133686616,1,0,1
Maharashtra,2024-08-24,8.450132559315545,127.83594920130017,90.03759193453273,95.40614817403336,0,41.32022966634259,1.2180475596434368,27.301825747399768,0,1,0
Tamil Nadu,2024-08-25,6.808503286659182,158.32031977789222,64.05491590212637,99.96290897743881,1,16.304429504597117,3.666103327141535,24.62376302950205,0,1,0
Kerala,2024-08-26,6.154298024438138,136.511636361788,71.1141110435885,95.78100753965299,3,5.5593700782999855,4.230145021591973,24.19004533140635,0,0,1
Kerala,2024-08-27,15.444331638172097,120.97038232520913,71.05276433863415,99.94210496981741,3,43.086413420644874,3.034735802736316,22.25019462644247,1,0,0
Uttar Pradesh,2024-08-28,10.098124456520992,106.845747093276,77.28075710378025,99.88639966283223,2,197.38484573448778,1.2188566993345598,26.7329265554985,0,0,1
Maharashtra,2024-08-29,15.871501572931422,109.07480972409607,99.2147496376874,98.9690905195402,6,218.243123398949,3.1418822983653527,27.487453958472205,1,1,1
Maharashtra,2024-08-30,5.9803451119841355,113.5190157970741,62.70010186735288,98.29711481041,7,235.95171405843664,4.742997046098202,28.065790818027253,0,0,1
Uttar Pradesh,2024-08-31,9.729355067459155,115.05799968041788,80.7480397752238,97.88903525125542,1,73.1124635713028,3.390452763729842,16.407362158120588,0,0,0
Uttar Pradesh,2024-09-01,13.092369385630057,151.03696347046827,67.17458728048842,99.33050772688918,3,91.76844397845598,4.23770995385126,27.62068351424098,1,1,1
Uttar Pradesh,2024-09-02,16.860847472584453,133.67336729695148,98.82706181638977,96.44719760809744,2,144.94039366964984,4.200610593567003,34.06474357562466,1,1,1
Tamil Nadu,2024-09-03,9.781287543981048,131.40345468246198,64.53214018909857,97.33840606242438,1,18.954929058067947,4.728516399122611,25.819724710561673,0,0,1
Maharashtra,2024-09-04,14.388370646555137,106.88613231215305,76.14404009446365,98.09694984683252,5,183.34245696337385,4.080915062599493,29.305341650184886,1,0,1
Tamil Nadu,2024-09-05,18.28966622354281,151.60838160096608,89.51539939338424,97.05595237934746,3,295.12051010272734,3.9908020560523583,26.134646155184356,1,1,1
Uttar Pradesh,2024-09-06,14.237947822734569,143.36885819250904,88.18217712109781,97.13743227045134,5,108.24189341340077,1.9364106598825623,32.09481237183957,1,1,0
Maharashtra,2024-09-07,8.494392121304507,104.0601017140001,76.9091454757573,96.65142333751042,1,225.85424252741518,1.2397006212843258,33.591661891951375,0,0,1
Tamil Nadu,2024-09-08,5.366011723348071,142.47010583378614,73.86096671810873,97.82115908342269,3,150.01017467088238,3.070397860215231,18.684397985927184,0,1,1
Tamil Nadu,2024-09-09,18.05148310851395,132.61229304055877,75.90449514211483,99.25287264007558,5,38.34355330811482,1.4977368317870208,23.73720073114253,1,0,0
Uttar Pradesh,2024-09-10,5.319041162755807,104.9035207448067,70.57105052634557,96.00764189003156,4,174.6712346407759,4.848783505111966,22.847642018654426,0,0,1
Maharashtra,2024-09-11,18.12052509026299,127.49803849171938,68.21331754827199,99.67216519376721,2,89.96228053321948,2.1596990505321143,23.104302465985572,1,0,0
Uttar Pradesh,2024-09-12,12.93405701040818,129.08177722780283,79.3215879023556,98.44543826874114,7,10.32096253603747,4.411776813537172,17.51048362455752,1,0,1
Maharashtra,2024-09-13,19.086015477693444,109.94647240979654,70.7413502427043,99.11636606340015,6,190.47891903532314,2.5504985008098373,31.272314519614387,1,0,1
Kerala,2024-09-14,16.981748536604982,156.74188882001692,71.49846659589001,97.78095346315006,2,257.6797047974183,2.2927769994295097,15.715324860298704,1,1,1
Karnataka,2024-09-15,19.969011658000063,150.99852228883972,86.27024253898227,98.89758350712032,5,103.43093006996224,4.740634289506485,25.564532154543137,1,1,1
Karnataka,2024-09-16,10.260677231775652,140.1413402397465,98.74149326799568,95.08100198669733,3,117.08866416383114,2.453290288344896,28.237567760893825,0,1,0
Karnataka,2024-09-17,16.5078243339669,127.73773366003644,84.145488022375,99.09190212389768,4,267.30650489016347,2.561151634652546,19.149388761177544,1,0,1
Uttar Pradesh,2024-09-18,11.028963704138633,124.70593249507051,63.07917868259865,95.20069429542683,4,244.08264401020676,1.4243671184516367,33.117003841975915,0,0,1
Kerala,2024-09-19,12.198134304558632,139.05840802905726,63.023344554162676,99.4495668818143,6,214.48584706553314,3.681786661130037,31.770984140495862,1,0,1
Maharashtra,2024-09-20,14.412581948275552,132.72591216441432,98.05692883382264,99.95981373619321,4,74.63911912594438,2.155357657910054,24.421674589678506,1,1,0
Tamil Nadu,2024-09-21,18.10515671279508,103.73638635291314,71.89163161229334,96.47033731088389,2,273.06499648999335,3.342416671358029,23.222978646802773,1,0,1
Maharashtra,2024-09-22,19.76125203798943,130.7501589262199,63.682679443299016,96.05159278142897,9,46.3247272617639,3.365406816212838,19.731358504222,1,0,0
Tamil Nadu,2024-09-23,16.524101207967774,148.38421703397037,83.96178348601526,98.8268168192902,4,188.03115582516656,3.876798782383068,29.599864492899272,1,1,1
Maharashtra,2024-09-24,11.266501732510006,127.55439265581748,84.94595113161064,96.26513170460126,6,8.64035416395561,3.980965944689765,17.634875992639284,0,0,0
Kerala,2024-09-25,11.320355034156051,103.1173946532561,85.94019280474753,99.32781191586102,4,193.11594189748376,3.0578097376061577,28.604755076875662,0,0,1
Tamil Nadu,2024-09-26,16.06373452383337,147.176691963042,70.69608111430165,95.51421296078739,4,83.14330556200795,2.323967790413612,31.84913972236827,1,1,0
Uttar Pradesh,2024-09-27,8.581657186524534,112.08182692815846,60.604427368579,95.62977598189678,8,134.903093155116,4.349803579338936,19.569431518340473,0,0,1
Maharashtra,2024-09-28,6.65711169697092,115.51725009328233,98.60061477817888,99.89575777550309,2,103.57936561711593,2.239462597633939,32.32854805797513,0,1,0
Maharashtra,2024-09-29,10.319332364611647,109.88238120593775,70.0357218276441,98.36919449135003,5,51.82702687386297,3.030036377877326,15.66646398879017,0,0,0
Tamil Nadu,2024-09-30,9.308584874811226,119.81290389228985,87.0410515221019,99.23443612214476,0,186.5942370281622,2.605010332814912,33.25574770773051,0,0,1
Uttar Pradesh,2024-10-01,9.444621806839852,145.4050903413181,88.26519479514837,96.62164688675759,9,264.59266654218226,4.420313543878752,17.36724455702596,0,1,1
Uttar Pradesh,2024-10-02,8.50411626574865,131.16315157023624,84.40029668317942,98.38241874760303,4,287.725272684721,2.727674124583315,27.915183558760653,0,0,1
Kerala,2024-10-03,5.631397844545428,112.29287644904275,72.51629576854593,97.97120913654298,7,57.70390894617452,2.544396755349937,20.001649378278834,0,0,0
Uttar Pradesh,2024-10-04,5.268109021001207,152.66980468912246,70.84385015056263,98.01575060061474,4,215.21183221889203,3.75929477159055,31.731047823392274,0,1,1
Uttar Pradesh,2024-10-05,19.81583584604047,152.77491129709176,83.90673130810812,98.41266229768861,8,199.30180998170468,3.409764439445771,25.24600721830933,1,1,1
Uttar Pradesh,2024-10-06,11.416597006037936,152.23470550276042,94.64382534446766,97.87679586564549,5,103.01333687237177,1.4289873339833843,17.704823824930028,0,1,0
Karnataka,2024-10-07,10.764899707395225,114.32777268289236,97.86934915693583,97.14531184651332,7,5.729759806117752,3.032675225375853,26.41983142651957,0,1,0
Kerala,2024-10-08,15.194709240396048,127.07436065085929,64.23623217615031,96.37961347190273,9,206.93737419385982,3.9419135533329905,23.157652203939662,1,0,1
Maharashtra,2024-10-09,8.273808317975963,159.0993793684525,66.1931445039088,98.84290665456601,7,283.64845816785004,4.9682990583654245,28.228956332262022,0,1,1
Tamil Nadu,2024-10-10,19.24941775925338,146.32074857859942,97.78945035132318,96.13136215001593,2,189.63603657469542,3.5165873358812765,32.63806569526919,1,1,1
Maharashtra,2024-10-11,16.795175216233282,101.63004527353358,89.4614091333917,98.46177153077207,6,130.58781725629024,2.481172265765271,23.18778262366837,1,0,0
Kerala,2024-10-12,6.341165034683893,103.91227547562953,95.31975299319092,96.16666411324664,6,157.54616823348852,1.9046063992084736,20.797613590677194,0,1,1
Tamil Nadu,2024-10-13,11.263711636773925,127.83588260873996,68.10530536541373,98.12665084977228,9,59.88864229797526,4.491320936613281,15.290301890552175,0,0,1
Kerala,2024-10-14,18.18677461343247,154.55321235169362,83.50343484437607,98.73539133564515,5,225.16324912612126,4.258260848454011,26.4967807571975,1,1,1
Uttar Pradesh,2024-10-15,19.170980334371155,132.32210787716286,88.04558377669895,96.09356944453269,6,223.9259490029547,1.9356912831175395,23.04549534862867,1,0,1
Tamil Nadu,2024-10-16,12.011022668748046,129.8687504820574,87.20447541787891,95.29971650430655,1,43.65519011622748,1.8025283605862938,22.492984380296576,1,0,0
Uttar Pradesh,2024-10-17,14.201170838160616,106.32842199739784,76.32606763466792,95.65486871497087,8,263.39351474989775,3.8605471072447024,18.65870642568425,1,0,1
Maharashtra,2024-10-18,7.505509191381128,139.40680628345763,60.615795667652336,98.02998483635513,9,80.75692184199158,2.259808247675038,23.601106903825485,0,0,0
Maharashtra,2024-10-19,19.86752939205465,149.32618963601354,83.31704227217053,99.24723203112868,9,294.6768182809845,2.2255951934478313,34.68883907166737,1,1,1
Tamil Nadu,2024-10-20,8.475075520751652,122.82520045045374,70.12406156718436,95.22498410617712,0,114.87090421117374,1.609160988270621,20.955083073444886,0,0,0
Tamil Nadu,2024-10-21,19.140976612026883,146.53671105551965,78.01016984571561,98.67075629520824,0,53.365217620349895,2.0559020788393196,26.994088268162002,1,1,0
Kerala,2024-10-22,14.744699734885527,157.8685992340487,98.30324060335269,96.70659322975025,2,105.51603340369569,2.7100302303705983,30.529737626313334,1,1,0
Kerala,2024-10-23,14.116051923182887,112.22598754766135,75.96141270569738,97.39264184959761,2,132.05409860915793,3.931353349089662,29.983156463530634,1,0,0
Uttar Pradesh,2024-10-24,12.69032766524763,131.39977787168448,93.59206426657707,99.64429774922783,0,20.79233191148845,2.345232377654999,21.575485749851815,1,1,0
Tamil Nadu,2024-10-25,8.46004717576638,117.22827748507453,67.54162422997004,96.65985752367922,6,173.46551436698684,2.3144173579193708,27.21720167033701,0,0,1
Maharashtra,2024-10-26,7.6479204800826235,147.57126514203037,86.89841992100115,97.32668466969743,3,179.2897319606701,2.1396530102097433,32.42529370540315,0,1,1
Kerala,2024-10-27,8.30729313605263,134.65560195286946,99.08027817755774,95.0684120738034,9,221.67913660484166,2.913134670044172,15.308948554661558,0,1,1
Kerala,2024-10-28,7.796573932163818,138.0749450530182,64.07572403491747,95.4079936000242,1,8.750967687222989,1.7225467917652613,23.714687136866154,0,0,0
Maharashtra,2024-10-29,16.6937671035013,147.87484957695364,60.332797689087684,96.29295795567393,9,162.37146433014905,2.942522936128502,19.485468364838106,1,1,1
Kerala,2024-10-30,10.25187888750095,123.75822835974729,77.34331170530457,95.13926120410537,4,15.872229981199315,3.8167022247787594,22.77264580797678,0,0,0
Uttar Pradesh,2024-10-31,5.8676401484509455,154.9054041044226,63.70501932205469,98.15687663024126,5,210.34326598999604,1.1191620161304887,23.319792159504832,0,1,1
Tamil Nadu,2024-11-01,19.53653945211217,131.9817320347684,89.93537398704925,97.13199178400811,8,16.71839571029534,1.0391175212230475,29.93341929573274,1,0,0
Maharashtra,2024-11-02,18.256788274451385,109.47728937012089,96.58194655394236,97.74072601364011,3,273.5183545024898,1.300491640618037,16.876437447908863,1,1,1
Tamil Nadu,2024-11-03,18.916284247928196,141.75394709012815,77.36083890835036,95.87323592948165,1,210.62477006534897,3.1426402469124484,25.251678062650207,1,1,1
Kerala,2024-11-04,19.923617339696527,147.59568102629527,70.34846568621764,96.47966014718308,4,152.21692952554713,4.417820332741614,26.283895835974906,1,1,1
Kerala,2024-11-05,7.608428738292309,119.0057006240516,77.3761327602644,98.31912237426363,2,132.4511769843525,1.0195378640810078,24.883152071036086,0,0,0
Maharashtra,2024-11-06,10.943630283539882,151.43075541992516,88.93791271400005,99.826513618152,1,39.20178912397871,4.746645218338724,29.637465061254403,0,1,1
Uttar Pradesh,2024-11-07,16.37357713556137,154.368595285946,60.36216646321484,95.25208386801104,0,87.29981686939892,1.4251140462821432,22.67582511813695,1,1,0
Karnataka,2024-11-08,15.440309270806884,116.61426924266854,83.57815957938789,99.45192160427634,9,260.68773150626885,4.367934112232906,33.89934127280152,1,0,1
Maharashtra,2024-11-09,7.308438595097826,159.01128836291332,84.53166739549516,97.88440600655605,1,271.3358434687482,2.931419059931787,24.636068850778827,0,1,1
Karnataka,2024-11-10,17.237496874859268,108.4426916829255,85.50752987583742,97.81959783377812,5,0.22431251115931916,3.637429549115376,26.42427819229595,1,0,0
Karnataka,2024-11-11,8.36660857754991,112.1209401041494,69.68088319923508,97.5013926760388,7,178.24091744326537,3.0427319377887296,31.510616466934987,0,0,1
Uttar Pradesh,2024-11-12,8.357264222339346,111.05349035428156,88.56210893512507,95.34697042952092,2,215.7901827075341,2.9081929007174185,20.50472211862245,0,0,1
Karnataka,2024-11-13,13.054616343401204,153.63938260047223,63.655659453271056,95.44938425868081,8,185.6240947372819,4.339597713457566,16.50404057525605,1,1,1
Karnataka,2024-11-14,13.894099022625547,139.2575531394977,67.97081345867203,98.00456002829543,8,24.503929459906193,4.023545518271265,29.15567956724965,1,0,1
Uttar Pradesh,2024-11-15,13.701293117567168,109.12625699333637,95.09880186617929,96.7047928571778,1,65.31746963967066,2.9336089460920167,24.66023711096757,1,1,0
Karnataka,2024-11-16,6.3723025609663235,126.41940510210094,89.54892602906266,99.5863403328884,7,75.1020802144158,1.4465437175842464,32.9300850191799,0,0,0
Karnataka,2024-11-17,18.161912939455704,136.91788150418813,60.54982216045381,97.03295268679736,9,249.5173893915269,1.4616118372576326,34.65360097444868,1,0,1
Karnataka,2024-11-18,8.98400063883059,105.007845099363,69.93505041479202,95.7164072935132,4,138.95983089267614,4.206157842876301,22.982187011494585,0,0,1
Maharashtra,2024-11-19,6.942723819242063,152.94498210444033,68.57625931972657,98.57359416751018,3,146.04846358237106,3.117562485390134,23.30878032519322,0,1,0
Maharashtra,2024-11-20,18.331221198034658,148.2162121264921,70.8322531214789,96.46676710720504,9,280.46791396635257,2.9263565608774504,23.15925204411453,1,1,1
Maharashtra,2024-11-21,19.3347724734463,130.31240641459829,69.90239081119546,97.62735153677947,4,191.12576665641464,3.7222673654428604,21.49108219461852,1,0,1
Uttar Pradesh,2024-11-22,17.93191425898176,158.02759691555022,62.50105182971383,98.48916392752585,3,269.60031046579917,4.435366333657042,30.63374195532795,1,1,1
Kerala,2024-11-23,17.142741120873172,125.06565875650598,78.35762066387281,99.50132055601036,7,136.95265660245988,3.515492577653221,30.179915249814552,1,0,0
Karnataka,2024-11-24,14.828629709585325,159.04661914218985,89.30933899144661,98.96095597400839,3,44.83087755548827,4.051391609385917,24.572897411010498,1,1,1
Karnataka,2024-11-25,13.26286055913709,140.07519992821761,84.26926898869746,98.38180533936362,9,278.9806782222257,4.061082096467828,15.893224327577975,1,1,1
Uttar Pradesh,2024-11-26,6.304801398671152,138.0802763952365,86.9148667439232,98.39816591197572,5,137.61153470026147,2.4250457951718363,21.19118603026147,0,0,0
Karnataka,2024-11-27,11.12679819606048,109.95729371774709,63.24596714144957,99.72962322016043,1,54.48942656364656,2.096332782563983,20.84606093109675,0,0,0
Maharashtra,2024-11-28,10.59032775518471,152.91566549827866,98.05962840707149,96.47912048748267,4,90.71872209117667,4.204656268700635,31.22174492400517,0,1,1
Kerala,2024-11-29,8.896306756404893,125.6493812752369,93.53967335372099,95.00556047098094,5,15.240776906682674,2.508715167136974,16.751511468323493,0,1,0
Tamil Nadu,2024-11-30,15.851301705328774,109.73400434694877,92.20361273982651,96.359772796991,4,140.49017743691553,4.613344026090821,31.113507580854083,1,1,1
Karnataka,2024-12-01,12.438136026181562,100.75645119854555,92.9193522016707,96.08945689813372,1,255.93845157307098,1.2787627869204785,28.38367304398286,1,1,1
Maharashtra,2024-12-02,6.215693238614719,133.58534101830296,97.30842032531045,98.30917292557,6,280.0741368020068,1.2328700483013586,29.648829182608985,0,1,1
Tamil Nadu,2024-12-03,8.30274802924717,131.64397732736057,81.7701586445479,98.16855799882765,3,279.78066225109313,4.708016640405633,23.64426375170047,0,0,1
Kerala,2024-12-04,15.248881454893938,143.1612173421495,68.01128071470504,97.96730691352361,7,37.569007688624026,3.5938196567257394,28.594515920035164,1,1,0
Tamil Nadu,2024-12-05,6.141962892354503,153.4154831810681,84.67134431410165,95.08121721604726,6,114.6161647533171,2.5183974257933293,27.180578894138314,0,1,0
Maharashtra,2024-12-06,17.76810371073153,104.76439507858177,89.71525974671756,98.64389027225323,6,8.468627895211911,4.020241659264731,30.37960390457259,1,0,1
Tamil Nadu,2024-12-07,12.427197905209615,143.88978942042175,89.51669573416102,96.61765206242745,8,256.5496034914418,3.689307239974565,23.935396689365042,1,1,1
Uttar Pradesh,2024-12-08,12.20879865989972,111.24471664585494,80.85796096667521,98.32527994503316,0,107.62672860638214,3.124804187278385,24.45651249792605,1,0,0
Tamil Nadu,2024-12-09,13.886116769892764,151.49062318942984,62.73834877334312,97.78289214251076,9,189.33510836767044,1.3954933706506054,27.871524454796404,1,1,1
Karnataka,2024-12-10,17.370214488877238,149.14381083169937,74.84451753720512,96.71365462713953,5,214.46953142318657,4.248718349171006,17.161549873327765,1,1,1
Karnataka,2024-12-11,10.217138118532896,132.44762529913265,96.83066433853429,95.67288133552054,5,128.95340092294663,4.464092762722499,23.724888967286347,0,1,1
Uttar Pradesh,2024-12-12,15.170242288385953,142.6145679173987,83.37795639029704,95.4720944883024,5,91.9327009650729,1.6886747542105964,34.43901690519611,1,1,0
Maharashtra,2024-12-13,13.485979459936866,118.8610067910249,81.53327773022853,99.15759166556111,5,288.6638730347834,4.402046607908266,15.751046401200913,1,0,1
Karnataka,2024-12-14,9.00542405254132,128.27007393596887,70.75414057528774,99.59198771040779,9,289.34646750715626,4.511389244066256,21.320094457327876,0,0,1
Kerala,2024-12-15,18.179449795327372,149.2982138626283,74.73795679666316,98.2489402338215,6,86.83091040900658,3.197714449154064,21.282196381787415,1,1,0
Karnataka,2024-12-16,16.961390324103924,127.55591183039283,95.81384356612676,95.51717057430241,9,143.88752902333744,3.624716144890748,27.66928238471545,1,1,0
